WORD,MEANING,PART OF SPEECH
maiden,᛫ a girl ᛫ a young woman ᛫ an unmarried girl ᛫ an unmarried young woman ᛫ a virgin ᛫,N
maidenfly,᛫ a damselfly ᛫,N
maidenhair tree,᛫ a Ginkgo plant ( especially Ginkgo biloba ) ᛫,N
maidenhead,᛫ the hymen ᛫,N
maidenhood,᛫ virginity or celibacy ( of both men and women ) ᛫,N
mail,᛫ earnest ᛫ firm ᛫ strenuous ᛫,AJ
mailness,᛫ earnestness ᛫,N
maily,᛫ earnestly ᛫ strenuously ᛫,AV
main,᛫ power ᛫ ability ᛫ efficacy ᛫ capacity ᛫ a match or series of matches ᛫ a continuous stretch of land orwater ᛭ principle ᛫ prime ᛫ chief ᛭ very ᛫,N᛭AJ᛭AV
mainframe,᛫ a large powerful computer used to perform many simultaneous complex tasks ᛫,N
mainful,᛫ powerful ᛫ mighty ᛫,AJ
mainhew,᛫ a primary colour ᛫,N
mainland,᛫ a continent ᛫ a main part of a continent as distinguished from an offshore island or sometimes from a capeor peninsula ᛫,N
mainless,᛫ weak ᛫ feeble ᛫ powerless ᛫,AJ
mainly,᛫ principally ᛫ chiefly ᛫ mostly ᛫,AV
mainstay,᛫ a chief support ᛫ a regular contributor ᛫,N
mainstream,᛫ the ideas ; attitudes ; or activities that are regarded as normal or conventional ᛫,AJ
mair,᛫ to macerate ᛭ meager ᛫ lean,V᛭AJ
maister,᛫ a magister ᛫ a master ᛫ a man having control or authority over a place ᛫,N
maith,᛫ a family ᛫ relatives ᛫ a tribe ᛫ a clan ᛫,N
maith,᛫ a girl ᛫ a maiden ᛫ a virgin ᛫,N
maithe,᛫ an Anthemis plant ( camomile / chamomile ) ᛫,N
maithhood,᛫ virginity ᛫,N
make,᛫ a married couple ᛫ a couple ᛫ a mate ᛫ an equal ᛫ a peer ᛫ a rival ᛫ a counterpart ᛭ to mate with ᛫ tomarry ᛫ to pair with ᛫,N᛭V
make,᛫ to create ᛫ to produce ᛫ to cause ᛫,V
make game of,᛫ to make fun of ᛫ to ridicule ᛫,V
make good,᛫ to repay ᛫ to compensate ᛫ to atone ᛫ to repair ᛫ to restore ᛫ to fulfil ᛫ to satisfy expectations ᛫,V
make up,᛫ to invent ᛫ to fabricate ᛫ to consist ᛫ to comprise ᛫,V
makebelief,᛫ the abstract quality of making believe ᛫,N
makebelieve,᛫ the act of pretending ᛭ to pretend ᛭ imaginary ᛫,N᛭V᛭AJ
makegame,᛫ an object of ridicule ᛫,N
makeover,᛫ an overhaul of something's or someone's appearance ᛫,N
maker,᛫ a creator ᛫ a producer ᛫,N
makeshift,᛫ a usually crude and temporary expedient ᛭ impromptu ᛫ ad hoc ᛫,N᛭AJ
making,᛫ cause ᛫,N
Malawi Mere,᛫ Lake Malawi ᛫,N(P)
mallow,᛫ a Malva plant ᛫ mauve ᛭ of mauve hue ᛫,N᛭AJ
malm,᛫ a soft crumbly chalky rock or the fertile loamy soil produced as it weathers ᛫ sandy or chalky soil ᛫,N
malshave,᛫ a caterpillar ᛫,N
mammer,᛫ to hesitate ᛫ to waver ᛫,V
mammer,᛫ deep sleep ᛫ a sopor ᛫,N
man,᛫ a Homo animal ᛫ a human ᛫ a humanoid person ᛫ a piece ( gaming ) ᛭ to garrison ᛫ to crew ᛫ to operateequipment or machinery ᛫,N
man,᛫ one ( generic pronoun ) ᛫,N(PRO)
man,᛫ to admonish ᛫ exhort ᛫,V
man about town,᛫ a socialite ᛫ a bon viveur ᛫ a jet-setter ᛫,N
manbane,᛫ tobacco ( slang ) ᛫,N
mand,᛫ a maund ᛫ a basket ᛫,N
mandeed,᛫ an evil deed ᛫ a crime ᛫ a transgression ᛫,N
maneater,᛫ a cannibal ᛫ an animal with a propensity for human flesh ᛫,N
manful,᛫ brave and resolute ᛫,AJ
mani,᛫ multi- ᛫,PREFIX
manibreed,᛫ multifaceted ᛫,AJ
manifold,᛫ diverse ᛫ numerous ᛫ complicated ᛫ complex ᛫ plural ᛭ to multiply ᛭ repeatedly ᛫,AJ᛭AV
manifoldness,᛫ multiplicity ᛫ complexity ᛫,N
manikin,᛫ all kinds of ᛫ various ᛫,AJ
Manitoba Mere,᛫ Lake Manitoba ᛫,N(P)
mank,᛫ to mutilate ᛫ to mangle ᛫ to maim ᛫,V
mankind,᛫ humanity ᛫ humankind ᛫,N
manlike,᛫ a human form ᛫ an image of a man ᛫ a humanoid [ᚹ] ᛫,N
manlore,᛫ anthropology ᛫,N
manmade,᛫ made or caused by human beings ᛫ artificial ᛫,AJ
Mannish,᛫ Manx language ᛭ Manx ᛫,N(P)᛭AJ(P)
mannish,᛫ people ᛫ humanity ᛭ human ( of humans ) ᛫,N᛭AJ
mannishly,᛫ humanly ᛫,AV
mannishness,᛫ humanity ᛫ human nature ᛫ humaneness ᛫,N
manoath,᛫ perjury ᛫,N
manqualm,᛫ a plague of man ᛫,N
manred,᛫ a pledge of service ᛫ homage ᛫,N
manse,᛫ to excommunicate ᛫ to curse ᛫ to damn ᛫,V
manseed,᛫ human semen ᛫,N
manship,᛫ respect ᛫ dignity ᛫ gallantry ᛫ chivalry ᛫,N
manshiply,᛫ honourably ᛫ courteously ᛫,AV
manslayer,᛫ one who commits homicide ᛫,N
manswear,᛫ to swear falsely ᛫ to perjure ᛫,V
mantledeer,᛫ a tunicate ( an animal of the Tunicata subphylum ) ᛫,N
manytongued,᛫ polyglot ᛫,AJ
mar,᛫ to spoil ᛫ to tarnish ᛫ to damage ᛫,V
march,᛫ an Apium graveolens plant ( celery ) ᛫,N
mardy,᛫ spoiled ( as in " bratty " ) ᛫,AJ
mare,᛫ a nightmare-causing entity ᛫,N
mare,᛫ an adult female horse ᛫,N
mark,᛫ feature ᛫ characteristic ᛫ attribute ᛫,N
mark down,᛫ to put a lower price on ᛫,V
mark up,᛫ to put a higher price on ᛫,V
markdown,᛫ a lowering of price ᛫,N
marked,᛫ having an identifying mark or feature ᛫ enjoying fame or notoriety ᛫ being the target of hostileintentions ᛫,AJ
markedly,᛫ noticeably ᛫ conspicuously ᛫,AV
marker,᛫ a notary ᛫,N
Markish,᛫ the Mercian tongue ᛭ Mercian ᛫,N᛭AJ
Markishman,᛫ a Mercian ᛫,N
Marklaw,᛫ the region in Britain which was governed by Mercian law ᛫,N(P)
markle,᛫ a signet ᛫ a seal ᛫ an ensign ᛫ a mark to aim at ᛫,N
Markrich,᛫ the kingdom of Mercia ᛫,N(P)
markstead,᛫ a borderland ᛫,N
markup,᛫ a highering of price ᛫,N
markworthy,᛫ noteworthy ᛫,AJ
marmstone,᛫ marble ᛫,N
marplot,᛫ a person or thing which ruins a plan ᛫,N
marrow,᛫ a courgette ᛫ a zucchini ᛫,N
marsh,᛫ a stretch of unforested wetland ᛫,N
marth,᛫ a marten ( a kind of weasel ) ᛫,N
Marymas,᛫ Feast of the Assumption ᛫,PN
mash,᛫ pulp ᛭ to crush or smash something to a pulp ᛫ to press forcefully ᛫,N᛭V
masker,᛫ to wander aimlessly ᛫ to bewilder ᛫ to confuse ᛫ to bewitch ᛫ to fascinate ᛫,V
maslin,᛫ brass ? ᛫ an alloy of copper with some harder metal ᛫,N
mast,᛫ forest tree fruit ( acorns ; beechnuts ; etc ) often used as food for swine ᛫,N
masten,᛫ a mast-pasture ( a pasture for feeding mast to swine ) ᛫,N
masten,᛫ to fatten an animal ᛫,V
masthead,᛫ the highest part of a mast ᛫ the top of the front page of a newspaper where its name appears in bigletters ᛫,N
mat,᛫ a pad ᛫,N
match,᛫ a parallel ᛫ a spouse ᛫ a mate ᛫ a pair ᛫ a couple ᛫,N
math,᛫ a mowing ᛫ that which is gathered by mowing ᛫,N
mathe,᛫ a maggot ᛫ a grub ᛫,N
mathel,᛫ to speak formally ᛫ to declaim ᛫ to declare ᛫ to give a speech ᛫,V
mathelstead,᛫ a place of assembly ᛫,N
mathom,᛫ a trinket ᛫ a knickknack ᛫ a treasure ᛫,N
mathomhouse,᛫ a treasury ᛫,N
mattock,᛫ a farming tool with right angled blades like a pickaxe ᛫,N
maw,᛫ a mouth ᛫ a stomach ᛫ appetite ᛫ inclination ᛫ liking ᛫,N
maw,᛫ a boy ᛫ a young adult human male ᛫,N
mawfire,᛫ gastritis ᛫,N
mawk,᛫ a maggot ᛫,N
mawkish,᛫ sentimental in an exaggerated or false way ᛫ sappy ᛫,AJ
may,᛫ a family member ᛫ a relative ᛫ a kins-person ᛫ a kinsman ᛫ a kinswoman ᛫,N
may,᛫ to mix ᛫ to mash ᛫ to blend ᛫,V
maybe,᛫ possibly ᛫ perchance ᛫,AV
mayhap,᛫ perhaps ᛫ possibly ᛫,AV
mayheamed,᛫ incest ᛫,N
maywrit,᛫ a writing containing a list of kinsmen ᛫ a genealogical table ᛫ pedigree ᛫,N
maze,᛫ a labyrinth ᛭ to confuse ᛫ to confound ᛫,N᛭V
meadow,᛫ a stretch of grassland ( esp one used for hay ) ᛫,N
meadowsweet,᛫ a Filipendula ulmaria plant ᛫,N
meal,᛫ to stain ᛫ to spot ᛫ to mark ᛫,V
meal,᛫ a container ᛫ a basin ᛫ a bucket ᛫ a tub ᛫ a measure of time ᛫,N
meal,᛫ grain which has been turned into a powder ᛫ flour ᛫,N
mean,᛫ common ᛫ general ᛫ rude ᛫ cruel ᛫,AJ
mean,᛫ to intend ᛫,V
meaningly,᛫ intentionally ᛫ purposely ᛫,AV
meanly,᛫ common ᛫ shared ᛫,AJ
meanname,᛫ a common noun ᛫,N
meanness,᛫ a piece of commonly held land ᛫ communion ᛫,N
meanwealth,᛫ a republic ᛫,N
mearth,᛫ grandeur ᛫ a marvel ᛫ a glorious thing ᛫,N
meat,᛫ ( shows the word pertains to food and culinary arts ) ᛫,PREFIX
meateater,᛫ a carnivore ᛫,N
meatfettle,᛫ a chest or a cupboard for storing food ᛫ a pantry ᛫ a larder ᛫ a butlery ᛫,N
meatsax,᛫ a food knife ᛫,N
meddom,᛫ common ᛫ average ᛫ mediocre ᛭ to measure ᛫ to measure as worthy ᛫,N᛭AJ
medge,᛫ an adult human male ᛫,N
meech,᛫ a sword ᛫,N
meechfish,᛫ a Mugilidae fish ( a mullet ) ᛫,N
meed,᛫ a payment ᛫ a reward ᛫ an award ᛫ a bribe ᛫ merit ᛫ desert ᛭ to reward ᛫ to deserve ᛫ to merit ᛫,N᛭V
meedful,᛫ meritorious ᛫,AJ
meel,᛫ speech ᛭ to speak ᛫,N᛭V
meer,᛫ famous ᛫ renowned ᛫ illustrious ᛫ distinguished ᛫ celebrated ᛫,AJ
meet,᛫ to dream ᛫ to have a vision ᛫,V
meet,᛫ suitable ᛫ fitting ᛫ proper ᛫,AJ
meeth,᛫ abstemiousness ᛫ self-restraint ᛫ self-imposed discipline ᛫ temperance ᛫ capacity ᛫ capability ᛫,N
meeth,᛫ exhausted ᛫ weary ᛫,AJ
meethe,᛫ to restrain oneself ᛫ to bring within bounds [ᛏ] ᛫,V
meethful,᛫ temperate ᛫ modest ᛫ undemanding ᛫ moderate ᛫,AJ
meeting,᛫ a dream ( esp prophetic or admonitory ) ᛫ a vision ᛫,N
meetly,᛫ suitably ᛫ properly ᛫,AV
meld,᛫ to fuse ᛫,V
melt,᛫ to melt ᛫ to dissolve ᛫,N
mensk,᛫ honour ᛫ an honoured state or condition ᛫ honourable ᛫ praiseworthy ᛫,N᛭AJ
mere,᛫ a sea ᛫ a lake ᛫ a pond ᛫,N
mere,᛫ a border ᛫ boundary ᛭ to set a border or boundary ᛫,N᛭V
mereing,᛫ a written note on a map giving information about a boundary ᛫,N
merestock,᛫ a reservoir ᛫,N
mergroat,᛫ a pearl ᛫,N
merrail,᛫ a sail ( poetic ) ᛫,N
merrow,᛫ soft ᛫ frail ᛫ tender ᛫,AJ
merry,᛫ cheerful and lively ᛫ festive ᛫,AJ
merrymake,᛫ to celebrate ᛫ to be festive ᛫,V
merrymaker,᛫ a reveler ᛫,N
merrymaking,᛫ festivity ᛫ conviviality ᛫,N
merryman,᛫ a jester ᛫ a buffoon ᛫,N
merrymeeting,᛫ a festive gathering ᛫ a festival [ᚹ] ᛫,N
merse,᛫ to exalt ᛫ to glorify ᛫ to make known ᛫,V
merswine,᛫ a dolphin ᛫,N
meshdoor,᛫ a screen door ᛫,N
mess,᛫ to feed ᛫ to furnish with provisions ᛫,V
messing,᛫ provision ᛫,N
mete,᛫ to paint ᛫ to sculpt ᛫,V
mete,᛫ a measurement ᛫ a measure ᛫ a mood ( grammar ) ᛫ a measure ( music ) ᛭ to measure ᛫ to regulate ᛫ tomoderate ᛫,N᛭V
meted,᛫ the Maker ᛫ God ( poetic ) ᛫,N
metekindly,᛫ metrical ᛫,AJ
meteledge,᛫ to moderate ᛫,V
meteyard,᛫ a measuring rod ᛫,N
methinks,᛫ it seems to me ᛫,V
meting,᛫ a measurement ᛫ an amount ᛫ measuring ᛫ dimensions ᛫,N
meting,᛫ -metry ᛫,SUFFIX
meting,᛫ a painting ᛫ a picture ᛫ a sculpture ᛫ an image [ᚹ] ᛫,N
mew,᛫ a gull ᛫ a seagull ᛫,N
mewel,᛫ a maiden ᛫ a damsel ᛫,N
Michigan Mere,᛫ Lake Michigan ᛫,N(P)
mid,᛫ with ( as in "together" never as in "against" ) ᛫,P
mid,᛫ co- ᛫,PREFIX
mid eld,᛫ the middle ages ᛭ medieval ᛫,N᛭AJ
midbody,᛫ the middle of the body ᛫ the torso ᛫,N
midbrain,᛫ the mesencephalon ᛫,N
middaily,᛫ meridian ᛫,AJ
midday,᛫ noon ᛫,N
middenhead,᛫ a dunghil's top ᛫,N
middenstead,᛫ a dunghil ᛫ the site of a dunghill ᛫,N
middleground,᛫ a compromise ᛫,N
middleman,᛫ an intermediary ᛫ a liaison ᛫ a retailer ᛫,N
middling,᛫ average ᛫ moderate ᛫ mean ᛫ median ᛫ medium ᛫ mediocre ᛫ intermediate ᛭ fairly ᛫ moderately ᛫,AJ᛭AV
midge,᛫ a mosquito [ᚹ] ᛫,N
midgut,᛫ the central loop of the alimentary canal of an embryo between the foregut and the hindgut ᛫,N
mididone,᛫ immediately ᛫,AV
midred,᛫ a diaphragm ᛫ a greater omentum ᛫,N
midriff,᛫ the midsection of the human torso ᛫,N
midsummer,᛫ the summer solstice ᛫,N
midthole,᛫ to sympathize ᛫,V
midtholing,᛫ compassion ᛫,N
midwinter,᛫ the winter solstice ᛫,N
midwist,᛫ the act of being with others ᛫ co-being ᛫ participation ᛫,N
Midyard,᛫ Earth ᛫ Midgard ᛫ Middle Earth ᛫,N(P)
mield,᛫ to accuse ᛫ to tell on someone ᛫ to inform against ᛫ to inform ᛫ to report ᛫ to evince ᛫ to announce ᛫,V
mielder,᛫ a narrator ᛫ an informer ᛫ an announcer ᛫,N
migh,᛫ to urinate ᛫ to piss ᛫ to pee ᛫,V
might,᛫ ability ᛫ capacity ᛫ power ᛫,N
mighten,᛫ to enable ᛫ to empower ᛫,V
mightened,᛫ enabled ᛫ empowered ᛫,AJ
mighth,᛫ urine ᛫ pee ᛫ piss ᛫,N
mighthleech,᛫ a urologist ᛫,N
mightlihood,᛫ a possibility ᛫,N
mightly,᛫ possible ᛫,AJ
milch,᛫ able to give milk ᛫ able to be milked ᛫,AJ
milch cow,᛫ a cow kept for milking ᛫ a cash cow ᛫,N
mildheart,᛫ merciful ᛫,AJ
mildheartly,᛫ mercifully ᛫,AJ᛭AV
mildheartness,᛫ mercy ᛫,N
miles,᛫ an Atriplex plant ( an orache ) ᛫,N
militish,᛫ military ᛫ martial ᛫,AJ
milkcoffee,᛫ latte ᛫,N
milken,᛫ lactael ᛫,AJ
milkhouse,᛫ a dairy ᛫ a creamery ᛫ a cheesery ᛫ a lactarium ᛫,N
milklithe,᛫ very soft ᛫ very gentle ᛫ soft as milk ᛫,AJ
milksop,᛫ a feeble or ineffectual person ᛫ a coward ᛫,N
milksoppy,᛫ timid ᛫ milquetoast ᛫ insipid ᛫,ADJ
millbeetle,᛫ a cockroach ᛫,N
milse,᛫ mercy ᛫ pardon ᛭ to be merciful to ᛫ to pardon ᛭ mercy me! ᛫,N᛭V᛭I
milsey,᛫ a milk strainer ᛫,N
milt,᛫ spleen ᛫,N
milth,᛫ mercy ᛫,N
mimmer,᛫ to keep in memory ᛫ to remember ᛫,V
min,᛫ memory ᛫ remembrance ᛫,N
minchen,᛫ a nun ᛫ a female monk ᛫,N
mind,᛫ to be bothered by [ᛏ] ᛫ to care (if) [ᛏ] ᛫ to keep in mind [ᛏ] ᛫ to call to mind [ᛏ] ᛫ to remember [ᛏ] ᛫,V
minday,᛫ the anniversary of a person's death ᛫ a day of remembrance ᛫,N
mindfarer,᛫ a psychonaut ᛫,N
mindful,᛫ having mental faculties not dulled by sleep faintness or stupor ᛫,AJ
minding,᛫ a remembering ᛫,V
mindleech,᛫ a psychiatrist ᛫,N
mindless,᛫ senseless ᛫ stupid ᛫ heedless ᛫,AJ
mindlokening,᛫ psychiatry ᛫,N
mindlore,᛫ psychology ᛫,N
mindly,᛫ mental ᛫,AJ
mindset,᛫ a mentality ᛫,N
minge,᛫ to mix ᛫ to blend ᛫ to mingle ᛫,V
mingle,᛫ to mix ᛫ to associate ( esp at social functions ) ᛫,V
minnow,᛫ a very small fish ᛫ a small cyprinid ; killifish ; or topminnow ᛫ a small or insignificant person ( asmall fry ) ᛫,N
minse,᛫ to diminish ᛫ to chop into bits ᛫ to mince ᛫,V
minster,᛫ a monastery ᛫,N
mint,᛫ an intent ᛫ an aiming ᛭ to intend ᛫ to aim ( with a weapon or otherwise ) ᛫,N
mir,᛫ myrrh ᛫ a Commiphora myrrha plant ᛫,N
mire,᛫ a fen ᛫ a bog ᛫,N
mirth,᛫ merriment ᛫ jollity ᛫ amusement ᛫ a source of entertainment or amusement ᛭ to amuse ᛫ to entertain ᛫ tocheer up ᛫,N
misbegotten,᛫ illegitimate ( born out of wedlock ) ᛫ ill-conceived ᛫,AJ
misbehaving,᛫ misconduct ᛫,N
misbeholden,᛫ disobliging ᛫ unbecoming ᛫ offensive ᛫,AJ
misbelieve,᛫ to disbelieve ᛫ to hold an erronious belief ᛫,V
misbid,᛫ to abuse ᛫ to mistreat ᛫,V
misbirth,᛫ a miscarriage ᛫,N
misbrook,᛫ to misuse ᛫,V
mischar,᛫ to pervert ᛫,V
misdeed,᛫ an offense ᛫,N
misdeem,᛫ to misjudge ᛫,V
misdoom,᛫ a misjudgment / a misjudgement ᛫,N
misfall,᛫ a mishap ᛫ misfortune ᛭ to suffer bad luck ᛫ to turn out badly ᛫,N᛭V
misfare,᛫ an error ᛫ a transgression ᛫ a mishap ᛫ misfortune ᛫ ill fate ᛭ to err ᛫ to transgress ᛫ to go wrong orastray ᛫ to be unfortunate ᛫,N᛭V
misgang,᛫ a trespass ᛫,N
misgiving,᛫ doubt ᛫ apprehension ᛫,N
mish,᛫ to mix ᛫,V
mishandle,᛫ to maltreat ᛫ to mistreat ᛫ to abuse ᛫ to misuse ᛫ to mismanage ᛫,V
mishap,᛫ an unfortunate accident ᛫,N
mishappen,᛫ to occur by misfortune ᛫,V
mislear,᛫ to miseducate ᛫ to misinform ᛫,V
mislike,᛫ to dislike ᛫ ,V
mislore,᛫ evil teaching ᛫ misinformation ᛫,N
misname,᛫ a misnomer ᛭ to call by a wrong name ᛫,N᛭V
misnim,᛫ to mistake ᛫,V
misnimming,᛫ a mistake ᛫ an error ᛫,N
misput,᛫ to misplace ᛫,V
misqueath,᛫ to slander ᛫ to calumniate ᛫ to malign ᛫ to slander ᛫ to traduce ᛫,V
misqueme,᛫ to displease ᛫,V
misread,᛫ to misadvise ᛫ to misinterpret ᛫,V
misreckon,᛫ to miscalculate ᛫,V
misser,᛫ a half-year ᛫,N
misshapen,᛫ deformed ᛫,AJ
missliness,᛫ variousness ᛫ diversity ᛫ variability ᛫ ununiformity ᛫,N
missly,᛫ various ᛫ diverse ᛫ variable ᛫ ununiform ᛭ variously ᛫ diversely ᛫ ununiformly ᛫,AJ᛭AV
misspeak,᛫ to mispronounce ᛫,V
mist,᛫ fog ᛫ a cloud of smoke ᛫ vapour ( including aromatic vapour ) ᛫ a gas ᛫,N
Mistassini Mere,᛫ Lac Mistassini ᛫,N(P)
misthee,᛫ to fail to improve to degenerate ᛫,V
mistide,᛫ to have bad luck ᛫ to turn out badly ᛫,V
mistihood,᛫ a mystery ᛫ mystery ᛫ obscurity ᛫,N
mistiming,᛫ an anachronism ᛫,N
mistle,᛫ basil ᛫ mistletoe ᛫,N
mistrust,᛫ distrust ᛫ suspicion ᛭ to distrust ᛫ to have no confidence in ᛫,N᛭V
misunderstand,᛫ to misinterpret ᛫ to misconstrue ᛫,AJ
miswend,᛫ to go astray ᛫ to subvert ᛫ to pervert ᛫ to deform ᛫,V
miswise,᛫ to misinstruction ᛫,V
misworking,᛫ dysfunctional ᛫,AJ
miswrought,᛫ poorly made ᛫ poorly worked ᛫ misworked ᛫,AJ
mithe,᛫ to conceal ᛫ to dissemble ᛫ to restrain oneself ᛫ to suppress one's feelings ᛫ to restrain oneself ᛫ torefrain from ᛫,V
mixen,᛫ a dung heap ᛫ a dunghill ᛫ odure ᛫,N
modry,᛫ an aunt ᛫,N
modrydaughter,᛫ a maternal female cousin ᛫,N
modryson,᛫ a maternal male cousin ᛫,N
mold,᛫ soil ᛫ the surface of the earth ᛫,N
moldlore,᛫ soil science ᛫,N
Moldova,᛫ Moldova ᛫,N(P)
molten,᛫ liquefied by heat ᛫,AJ
mond,᛫ a basket ᛫,N
mone,᛫ social intercourse ᛫ sexual intercourse ᛫,N
mone,᛫ a companion ᛫ a partner ᛫ companionship ᛫ participation ᛫ assistance ᛫ sexual intercourse ᛫,N
mone,᛫ evil ᛫ wickedness falsehood ᛫ evil personified ᛫ the Devil ᛭ wicked ᛫ false ᛫ base ᛫,N᛭AJ
mong,᛫ a mixture ᛫ a mingling ᛫ an intermixture ᛫ confusion ᛫ dealings or association between people ᛫,N
mong,᛫ to traffic (with) ᛫ to barter ᛫,V
monger,᛫ a dealer ᛫ a trader ᛫,N
monkhood,᛫ monasticism ᛫ monachism ᛫ monastic life ᛫,N
monkhouse,᛫ a monastery ᛫,N
monkhouse,᛫ a monastery ᛫ a cloister ᛫,N
monkly,᛫ monastic ᛫,AJ
monkshead,᛫ a Taraxacum flower ( a dandelion ) ᛫,N
monkstow,᛫ a monastery ᛫ a hermitage ᛫,N
Monnight,᛫ the night following Monday's dusk ᛫,N(P)
monthadle,᛫ menstruation ᛫,N
monthadly,᛫ undergoing menstruation ᛫,AJ
monthblood,᛫ menses ᛫ menstrual blood ᛫,N
monthly book,᛫ a monthly periodical or magazine ᛫,N
mood,᛫ courage ᛫ valor ᛫ a mental state ᛫ an emotional state ᛫ a state of mind ᛫,N
moodsick,᛫ distressed ᛫ of troubled mind ᛫,AJ
moodthrake,᛫ impetuosity of mind ᛫ impetuous or daring courage ᛫,N
moonbone,᛫ a lunate bone ᛫,N
moonling,᛫ a lunatic ᛫ a crazy or insane person ᛫,N
moonly,᛫ lunar ᛫,AJ
moonmadness,᛫ lunacy ᛫,N
moonrat,᛫ a Galericinae animal ( a gymnure ) ᛫,N
moonrown,᛫ a Chinese character ᛫ any character inspired by Chinese characters ( such as those in kana and hangul ) ᛫,N
moonscape,᛫ a devastated land ᛫,N
moonshine,᛫ illicitly distilled alcohol ᛫ nonsense ᛫,N
moonsick,᛫ crazy ᛫ lunatic ᛫,AJ
moonstruck,᛫ insane ᛫ crazy ᛫ ludicrous ᛫,AJ
moor,᛫ a tract of open ; peaty ; wasteland ; often overgrown with heath ᛫ an expanse of open rolling infertileland ᛫,N
moorfowl,᛫ the Lagopus scotica bird ᛫,N
Moorland,᛫ Mauritania ᛫,N(P)
moorle,᛫ a rope for mooring a ship ᛫ pronesium ᛫,N
moose,᛫ food ᛫ nourishment ᛫,N
moot,᛫ an assembly ᛫ a council ᛭ to broach ᛫ to talk about ᛫ to debate ᛫ to argue ᛫ to dispute ᛭ no longerrelevant ᛫,N᛭V᛭AJ
moothall,᛫ a room or building in which a moot is held ᛫,N
mooting,᛫ conversation ᛫ discussion ᛫ discourse ᛫ debate ᛫,N
mootstow,᛫ a meeting place ᛫ a forum ᛫,N
more,᛫ an edible root ( like a carrot or parsnip ) ᛫ a root ᛫ an origin ᛭ to take root ᛫ to root ᛫,N᛭V
more than enough,᛫ plenty ᛫,AJ᛭AV
morebeam,᛫ a Morus plant ( a mulberry tree ) ᛫,N
moreberry,᛫ a mulberry ᛫,N
morecrop,᛫ a Pimpinella plant ( a pimpernel ) ᛫,N
moreness,᛫ plurality ᛫,N
morning beads,᛫ matins ᛫,N
Morningland,᛫ the Orient ᛫ the Far East ᛫,N
morrow,᛫ the following day ᛫ the time following an event ᛫ the near future ᛫,N
morth,᛫ murder ᛫ slaughter ᛫,N
mostlings,᛫ for the most part ᛫,AV
mote,᛫ a particle ᛫ an atom ᛫,N
motherland,᛫ the land of one's ancestors or birth ᛫ the country which founded a colony ᛫,N
motherly,᛫ maternal ᛫,AJ
mothermorth,᛫ matricide ᛫,N
motherslayer,᛫ a matricide ᛫,N
mothertongue,᛫ one's native language ᛫,N
motherwit,᛫ common sense ᛫,N
mothren,᛫ maternal ᛫,AJ
mound,᛫ a hand ᛫ a hand ( a measurement ) ᛫ guardianship ᛫ protection ᛫,N
moundbreach,᛫ violation of security ᛫,N
mount,᛫ a mountain ᛫ a hill ᛫,N
mourn,᛫ to grieve ᛫,V
mousehare,᛫ an Ochotona animal ᛫ a pika ᛫,N
mousehart,᛫ a Tragulidae animal ᛫ a chevrotain ᛫,N
mouser,᛫ an animal that catches mice ( esp a cat ) ᛫,N
mouthharp,᛫ a harmonica ᛫,N
mouthly,᛫ oral ᛫,AJ
mouthroof,᛫ the palate ᛫,N
mouthroofy,᛫ palatal ᛫,AJ
mow,᛫ to be able to ᛫ to maybe be able to ᛫ to be permitted to ᛫ to be allowed to ᛫,V
mowing,᛫ capable ᛫ able ᛫,AJ
much,᛫ large ᛫ big ᛫,AJ
muchel,᛫ to increase ᛫ to magnify ᛫,V
muchness,᛫ majesty ᛫ magnificence ᛫ greatness ᛫ size ᛫,N
mudflow,᛫ a flowing or hardened stream of mud ᛫ a lahar ᛫,N
mug,᛫ a cup ᛫ face ( colloquial ) ᛫,N
mugwort,᛫ an Artemisia vulgaris plant ᛫ an Artemisia plant [ᚹ] ᛫,N
mum,᛫ silent ᛫,AJ
mumble,᛫ a quiet and indistinct utterance ᛭ to murmur ᛫,N᛭V
